DateKey,FullDate,Year,Quarter,Month,MonthName,Day,DayOfWeek
20200521,21/05/2020,2020,Q2,5,May,21,Thursday
20200522,22/05/2020,2020,Q2,5,May,22,Friday
20200523,23/05/2020,2020,Q2,5,May,23,Saturday
20200524,24/05/2020,2020,Q2,5,May,24,Sunday
20200525,25/05/2020,2020,Q2,5,May,25,Monday
20200526,26/05/2020,2020,Q2,5,May,26,Tuesday
20200527,27/05/2020,2020,Q2,5,May,27,Wednesday
20200528,28/05/2020,2020,Q2,5,May,28,Thursday
20200529,29/05/2020,2020,Q2,5,May,29,Friday
20200530,30/05/2020,2020,Q2,5,May,30,Saturday
20200531,31/05/2020,2020,Q2,5,May,31,Sunday
20200601,01/06/2020,2020,Q2,6,June,1,Monday
20200602,02/06/2020,2020,Q2,6,June,2,Tuesday
20200603,03/06/2020,2020,Q2,6,June,3,Wednesday
20200604,04/06/2020,2020,Q2,6,June,4,Thursday
20200605,05/06/2020,2020,Q2,6,June,5,Friday
20200606,06/06/2020,2020,Q2,6,June,6,Saturday
20200607,07/06/2020,2020,Q2,6,June,7,Sunday
20200608,08/06/2020,2020,Q2,6,June,8,Monday
20200609,09/06/2020,2020,Q2,6,June,9,Tuesday
20200610,10/06/2020,2020,Q2,6,June,10,Wednesday
20200611,11/06/2020,2020,Q2,6,June,11,Thursday
20200612,12/06/2020,2020,Q2,6,June,12,Friday
20200613,13/06/2020,2020,Q2,6,June,13,Saturday
20200614,14/06/2020,2020,Q2,6,June,14,Sunday
20200615,15/06/2020,2020,Q2,6,June,15,Monday
20200616,16/06/2020,2020,Q2,6,June,16,Tuesday
20200617,17/06/2020,2020,Q2,6,June,17,Wednesday
20200618,18/06/2020,2020,Q2,6,June,18,Thursday
20200619,19/06/2020,2020,Q2,6,June,19,Friday
20200620,20/06/2020,2020,Q2,6,June,20,Saturday
20200621,21/06/2020,2020,Q2,6,June,21,Sunday
20200622,22/06/2020,2020,Q2,6,June,22,Monday
20200623,23/06/2020,2020,Q2,6,June,23,Tuesday
20200624,24/06/2020,2020,Q2,6,June,24,Wednesday
20200625,25/06/2020,2020,Q2,6,June,25,Thursday
20200626,26/06/2020,2020,Q2,6,June,26,Friday
20200627,27/06/2020,2020,Q2,6,June,27,Saturday
20200628,28/06/2020,2020,Q2,6,June,28,Sunday
20200629,29/06/2020,2020,Q2,6,June,29,Monday
20200630,30/06/2020,2020,Q2,6,June,30,Tuesday
20200701,01/07/2020,2020,Q3,7,July,1,Wednesday
20200702,02/07/2020,2020,Q3,7,July,2,Thursday
20200703,03/07/2020,2020,Q3,7,July,3,Friday
20200704,04/07/2020,2020,Q3,7,July,4,Saturday
20200705,05/07/2020,2020,Q3,7,July,5,Sunday
20200706,06/07/2020,2020,Q3,7,July,6,Monday
20200707,07/07/2020,2020,Q3,7,July,7,Tuesday
20200708,08/07/2020,2020,Q3,7,July,8,Wednesday
20200709,09/07/2020,2020,Q3,7,July,9,Thursday
20200710,10/07/2020,2020,Q3,7,July,10,Friday
20200711,11/07/2020,2020,Q3,7,July,11,Saturday
20200712,12/07/2020,2020,Q3,7,July,12,Sunday
20200713,13/07/2020,2020,Q3,7,July,13,Monday
20200714,14/07/2020,2020,Q3,7,July,14,Tuesday
20200715,15/07/2020,2020,Q3,7,July,15,Wednesday
20200716,16/07/2020,2020,Q3,7,July,16,Thursday
20200717,17/07/2020,2020,Q3,7,July,17,Friday
20200718,18/07/2020,2020,Q3,7,July,18,Saturday
20200719,19/07/2020,2020,Q3,7,July,19,Sunday
20200720,20/07/2020,2020,Q3,7,July,20,Monday
20200721,21/07/2020,2020,Q3,7,July,21,Tuesday
20200722,22/07/2020,2020,Q3,7,July,22,Wednesday
20200723,23/07/2020,2020,Q3,7,July,23,Thursday
20200724,24/07/2020,2020,Q3,7,July,24,Friday
20200725,25/07/2020,2020,Q3,7,July,25,Saturday
20200726,26/07/2020,2020,Q3,7,July,26,Sunday
20200727,27/07/2020,2020,Q3,7,July,27,Monday
20200728,28/07/2020,2020,Q3,7,July,28,Tuesday
20200729,29/07/2020,2020,Q3,7,July,29,Wednesday
20200730,30/07/2020,2020,Q3,7,July,30,Thursday
20200731,31/07/2020,2020,Q3,7,July,31,Friday
20200801,01/08/2020,2020,Q3,8,August,1,Saturday
20200802,02/08/2020,2020,Q3,8,August,2,Sunday
20200803,03/08/2020,2020,Q3,8,August,3,Monday
20200804,04/08/2020,2020,Q3,8,August,4,Tuesday
20200805,05/08/2020,2020,Q3,8,August,5,Wednesday
20200806,06/08/2020,2020,Q3,8,August,6,Thursday
20200807,07/08/2020,2020,Q3,8,August,7,Friday
20200808,08/08/2020,2020,Q3,8,August,8,Saturday
20200809,09/08/2020,2020,Q3,8,August,9,Sunday
20200810,10/08/2020,2020,Q3,8,August,10,Monday
20200811,11/08/2020,2020,Q3,8,August,11,Tuesday
20200812,12/08/2020,2020,Q3,8,August,12,Wednesday
20200813,13/08/2020,2020,Q3,8,August,13,Thursday
20200814,14/08/2020,2020,Q3,8,August,14,Friday
20200815,15/08/2020,2020,Q3,8,August,15,Saturday
20200816,16/08/2020,2020,Q3,8,August,16,Sunday
20200817,17/08/2020,2020,Q3,8,August,17,Monday
20200818,18/08/2020,2020,Q3,8,August,18,Tuesday
20200819,19/08/2020,2020,Q3,8,August,19,Wednesday
20200820,20/08/2020,2020,Q3,8,August,20,Thursday
20200821,21/08/2020,2020,Q3,8,August,21,Friday
20200822,22/08/2020,2020,Q3,8,August,22,Saturday
20200823,23/08/2020,2020,Q3,8,August,23,Sunday
20200824,24/08/2020,2020,Q3,8,August,24,Monday
20200825,25/08/2020,2020,Q3,8,August,25,Tuesday
20200826,26/08/2020,2020,Q3,8,August,26,Wednesday
20200827,27/08/2020,2020,Q3,8,August,27,Thursday
20200828,28/08/2020,2020,Q3,8,August,28,Friday
20200829,29/08/2020,2020,Q3,8,August,29,Saturday
20200830,30/08/2020,2020,Q3,8,August,30,Sunday
20200831,31/08/2020,2020,Q3,8,August,31,Monday
20200901,01/09/2020,2020,Q3,9,September,1,Tuesday
20200902,02/09/2020,2020,Q3,9,September,2,Wednesday
20200903,03/09/2020,2020,Q3,9,September,3,Thursday
20200904,04/09/2020,2020,Q3,9,September,4,Friday
20200905,05/09/2020,2020,Q3,9,September,5,Saturday
20200906,06/09/2020,2020,Q3,9,September,6,Sunday
20200907,07/09/2020,2020,Q3,9,September,7,Monday
20200908,08/09/2020,2020,Q3,9,September,8,Tuesday
20200909,09/09/2020,2020,Q3,9,September,9,Wednesday
20200910,10/09/2020,2020,Q3,9,September,10,Thursday
20200911,11/09/2020,2020,Q3,9,September,11,Friday
20200912,12/09/2020,2020,Q3,9,September,12,Saturday
20200913,13/09/2020,2020,Q3,9,September,13,Sunday
20200914,14/09/2020,2020,Q3,9,September,14,Monday
20200915,15/09/2020,2020,Q3,9,September,15,Tuesday
20200916,16/09/2020,2020,Q3,9,September,16,Wednesday
20200917,17/09/2020,2020,Q3,9,September,17,Thursday
20200918,18/09/2020,2020,Q3,9,September,18,Friday
20200919,19/09/2020,2020,Q3,9,September,19,Saturday
20200920,20/09/2020,2020,Q3,9,September,20,Sunday
20200921,21/09/2020,2020,Q3,9,September,21,Monday
20200922,22/09/2020,2020,Q3,9,September,22,Tuesday
20200923,23/09/2020,2020,Q3,9,September,23,Wednesday
20200924,24/09/2020,2020,Q3,9,September,24,Thursday
20200925,25/09/2020,2020,Q3,9,September,25,Friday
20200926,26/09/2020,2020,Q3,9,September,26,Saturday
20200927,27/09/2020,2020,Q3,9,September,27,Sunday
20200928,28/09/2020,2020,Q3,9,September,28,Monday
20200929,29/09/2020,2020,Q3,9,September,29,Tuesday
20200930,30/09/2020,2020,Q3,9,September,30,Wednesday
20201001,01/10/2020,2020,Q4,10,October,1,Thursday
20201002,02/10/2020,2020,Q4,10,October,2,Friday
20201003,03/10/2020,2020,Q4,10,October,3,Saturday
20201004,04/10/2020,2020,Q4,10,October,4,Sunday
20201005,05/10/2020,2020,Q4,10,October,5,Monday
20201006,06/10/2020,2020,Q4,10,October,6,Tuesday
20201007,07/10/2020,2020,Q4,10,October,7,Wednesday
20201008,08/10/2020,2020,Q4,10,October,8,Thursday
20201009,09/10/2020,2020,Q4,10,October,9,Friday
20201010,10/10/2020,2020,Q4,10,October,10,Saturday
20201011,11/10/2020,2020,Q4,10,October,11,Sunday
20201012,12/10/2020,2020,Q4,10,October,12,Monday
20201013,13/10/2020,2020,Q4,10,October,13,Tuesday
20201014,14/10/2020,2020,Q4,10,October,14,Wednesday
20201015,15/10/2020,2020,Q4,10,October,15,Thursday
20201016,16/10/2020,2020,Q4,10,October,16,Friday
20201017,17/10/2020,2020,Q4,10,October,17,Saturday
20201018,18/10/2020,2020,Q4,10,October,18,Sunday
20201019,19/10/2020,2020,Q4,10,October,19,Monday
20201020,20/10/2020,2020,Q4,10,October,20,Tuesday
20201021,21/10/2020,2020,Q4,10,October,21,Wednesday
20201022,22/10/2020,2020,Q4,10,October,22,Thursday
20201023,23/10/2020,2020,Q4,10,October,23,Friday
20201024,24/10/2020,2020,Q4,10,October,24,Saturday
20201025,25/10/2020,2020,Q4,10,October,25,Sunday
20201026,26/10/2020,2020,Q4,10,October,26,Monday
20201027,27/10/2020,2020,Q4,10,October,27,Tuesday
20201028,28/10/2020,2020,Q4,10,October,28,Wednesday
20201029,29/10/2020,2020,Q4,10,October,29,Thursday
20201030,30/10/2020,2020,Q4,10,October,30,Friday
20201031,31/10/2020,2020,Q4,10,October,31,Saturday
20201101,01/11/2020,2020,Q4,11,November,1,Sunday
20201102,02/11/2020,2020,Q4,11,November,2,Monday
20201103,03/11/2020,2020,Q4,11,November,3,Tuesday
20201104,04/11/2020,2020,Q4,11,November,4,Wednesday
20201105,05/11/2020,2020,Q4,11,November,5,Thursday
20201106,06/11/2020,2020,Q4,11,November,6,Friday
20201107,07/11/2020,2020,Q4,11,November,7,Saturday
20201108,08/11/2020,2020,Q4,11,November,8,Sunday
20201109,09/11/2020,2020,Q4,11,November,9,Monday
20201110,10/11/2020,2020,Q4,11,November,10,Tuesday
20201111,11/11/2020,2020,Q4,11,November,11,Wednesday
20201112,12/11/2020,2020,Q4,11,November,12,Thursday
20201113,13/11/2020,2020,Q4,11,November,13,Friday
20201114,14/11/2020,2020,Q4,11,November,14,Saturday
20201115,15/11/2020,2020,Q4,11,November,15,Sunday
20201116,16/11/2020,2020,Q4,11,November,16,Monday
20201117,17/11/2020,2020,Q4,11,November,17,Tuesday
20201118,18/11/2020,2020,Q4,11,November,18,Wednesday
20201119,19/11/2020,2020,Q4,11,November,19,Thursday
20201120,20/11/2020,2020,Q4,11,November,20,Friday
20201121,21/11/2020,2020,Q4,11,November,21,Saturday
20201122,22/11/2020,2020,Q4,11,November,22,Sunday
20201123,23/11/2020,2020,Q4,11,November,23,Monday
20201124,24/11/2020,2020,Q4,11,November,24,Tuesday
20201125,25/11/2020,2020,Q4,11,November,25,Wednesday
20201126,26/11/2020,2020,Q4,11,November,26,Thursday
20201127,27/11/2020,2020,Q4,11,November,27,Friday
20201128,28/11/2020,2020,Q4,11,November,28,Saturday
20201129,29/11/2020,2020,Q4,11,November,29,Sunday
20201130,30/11/2020,2020,Q4,11,November,30,Monday
20201201,01/12/2020,2020,Q4,12,December,1,Tuesday
20201202,02/12/2020,2020,Q4,12,December,2,Wednesday
20201203,03/12/2020,2020,Q4,12,December,3,Thursday
20201204,04/12/2020,2020,Q4,12,December,4,Friday
20201205,05/12/2020,2020,Q4,12,December,5,Saturday
20201206,06/12/2020,2020,Q4,12,December,6,Sunday
20201207,07/12/2020,2020,Q4,12,December,7,Monday
20201208,08/12/2020,2020,Q4,12,December,8,Tuesday
20201209,09/12/2020,2020,Q4,12,December,9,Wednesday
20201210,10/12/2020,2020,Q4,12,December,10,Thursday
20201211,11/12/2020,2020,Q4,12,December,11,Friday
20201212,12/12/2020,2020,Q4,12,December,12,Saturday
20201213,13/12/2020,2020,Q4,12,December,13,Sunday
20201214,14/12/2020,2020,Q4,12,December,14,Monday
20201215,15/12/2020,2020,Q4,12,December,15,Tuesday
20201216,16/12/2020,2020,Q4,12,December,16,Wednesday
20201217,17/12/2020,2020,Q4,12,December,17,Thursday
20201218,18/12/2020,2020,Q4,12,December,18,Friday
20201219,19/12/2020,2020,Q4,12,December,19,Saturday
20201220,20/12/2020,2020,Q4,12,December,20,Sunday
20201221,21/12/2020,2020,Q4,12,December,21,Monday
20201222,22/12/2020,2020,Q4,12,December,22,Tuesday
20201223,23/12/2020,2020,Q4,12,December,23,Wednesday
20201224,24/12/2020,2020,Q4,12,December,24,Thursday
20201225,25/12/2020,2020,Q4,12,December,25,Friday
20201226,26/12/2020,2020,Q4,12,December,26,Saturday
20201227,27/12/2020,2020,Q4,12,December,27,Sunday
20201228,28/12/2020,2020,Q4,12,December,28,Monday
20201229,29/12/2020,2020,Q4,12,December,29,Tuesday
20201230,30/12/2020,2020,Q4,12,December,30,Wednesday
20201231,31/12/2020,2020,Q4,12,December,31,Thursday
20210101,01/01/2021,2021,Q1,1,January,1,Friday
20210102,02/01/2021,2021,Q1,1,January,2,Saturday
20210103,03/01/2021,2021,Q1,1,January,3,Sunday
20210104,04/01/2021,2021,Q1,1,January,4,Monday
20210105,05/01/2021,2021,Q1,1,January,5,Tuesday
20210106,06/01/2021,2021,Q1,1,January,6,Wednesday
20210107,07/01/2021,2021,Q1,1,January,7,Thursday
20210108,08/01/2021,2021,Q1,1,January,8,Friday
20210109,09/01/2021,2021,Q1,1,January,9,Saturday
20210110,10/01/2021,2021,Q1,1,January,10,Sunday
20210111,11/01/2021,2021,Q1,1,January,11,Monday
20210112,12/01/2021,2021,Q1,1,January,12,Tuesday
20210113,13/01/2021,2021,Q1,1,January,13,Wednesday
20210114,14/01/2021,2021,Q1,1,January,14,Thursday
20210115,15/01/2021,2021,Q1,1,January,15,Friday
20210116,16/01/2021,2021,Q1,1,January,16,Saturday
20210117,17/01/2021,2021,Q1,1,January,17,Sunday
20210118,18/01/2021,2021,Q1,1,January,18,Monday
20210119,19/01/2021,2021,Q1,1,January,19,Tuesday
20210120,20/01/2021,2021,Q1,1,January,20,Wednesday
20210121,21/01/2021,2021,Q1,1,January,21,Thursday
20210122,22/01/2021,2021,Q1,1,January,22,Friday
20210123,23/01/2021,2021,Q1,1,January,23,Saturday
20210124,24/01/2021,2021,Q1,1,January,24,Sunday
20210125,25/01/2021,2021,Q1,1,January,25,Monday
20210126,26/01/2021,2021,Q1,1,January,26,Tuesday
20210127,27/01/2021,2021,Q1,1,January,27,Wednesday
20210128,28/01/2021,2021,Q1,1,January,28,Thursday
20210129,29/01/2021,2021,Q1,1,January,29,Friday
20210130,30/01/2021,2021,Q1,1,January,30,Saturday
20210131,31/01/2021,2021,Q1,1,January,31,Sunday
20210201,01/02/2021,2021,Q1,2,February,1,Monday
20210202,02/02/2021,2021,Q1,2,February,2,Tuesday
20210203,03/02/2021,2021,Q1,2,February,3,Wednesday
20210204,04/02/2021,2021,Q1,2,February,4,Thursday
20210205,05/02/2021,2021,Q1,2,February,5,Friday
20210206,06/02/2021,2021,Q1,2,February,6,Saturday
20210207,07/02/2021,2021,Q1,2,February,7,Sunday
20210208,08/02/2021,2021,Q1,2,February,8,Monday
20210209,09/02/2021,2021,Q1,2,February,9,Tuesday
20210210,10/02/2021,2021,Q1,2,February,10,Wednesday
20210211,11/02/2021,2021,Q1,2,February,11,Thursday
20210212,12/02/2021,2021,Q1,2,February,12,Friday
20210213,13/02/2021,2021,Q1,2,February,13,Saturday
20210214,14/02/2021,2021,Q1,2,February,14,Sunday
20210215,15/02/2021,2021,Q1,2,February,15,Monday
20210216,16/02/2021,2021,Q1,2,February,16,Tuesday
20210217,17/02/2021,2021,Q1,2,February,17,Wednesday
20210218,18/02/2021,2021,Q1,2,February,18,Thursday
20210219,19/02/2021,2021,Q1,2,February,19,Friday
20210220,20/02/2021,2021,Q1,2,February,20,Saturday
20210221,21/02/2021,2021,Q1,2,February,21,Sunday
20210222,22/02/2021,2021,Q1,2,February,22,Monday
20210223,23/02/2021,2021,Q1,2,February,23,Tuesday
20210224,24/02/2021,2021,Q1,2,February,24,Wednesday
20210225,25/02/2021,2021,Q1,2,February,25,Thursday
20210226,26/02/2021,2021,Q1,2,February,26,Friday
20210227,27/02/2021,2021,Q1,2,February,27,Saturday
20210228,28/02/2021,2021,Q1,2,February,28,Sunday
20210301,01/03/2021,2021,Q1,3,March,1,Monday
20210302,02/03/2021,2021,Q1,3,March,2,Tuesday
20210303,03/03/2021,2021,Q1,3,March,3,Wednesday
20210304,04/03/2021,2021,Q1,3,March,4,Thursday
20210305,05/03/2021,2021,Q1,3,March,5,Friday
20210306,06/03/2021,2021,Q1,3,March,6,Saturday
20210307,07/03/2021,2021,Q1,3,March,7,Sunday
20210308,08/03/2021,2021,Q1,3,March,8,Monday
20210309,09/03/2021,2021,Q1,3,March,9,Tuesday
20210310,10/03/2021,2021,Q1,3,March,10,Wednesday
20210311,11/03/2021,2021,Q1,3,March,11,Thursday
20210312,12/03/2021,2021,Q1,3,March,12,Friday
20210313,13/03/2021,2021,Q1,3,March,13,Saturday
20210314,14/03/2021,2021,Q1,3,March,14,Sunday
20210315,15/03/2021,2021,Q1,3,March,15,Monday
20210316,16/03/2021,2021,Q1,3,March,16,Tuesday
20210317,17/03/2021,2021,Q1,3,March,17,Wednesday
20210318,18/03/2021,2021,Q1,3,March,18,Thursday
20210319,19/03/2021,2021,Q1,3,March,19,Friday
20210320,20/03/2021,2021,Q1,3,March,20,Saturday
20210321,21/03/2021,2021,Q1,3,March,21,Sunday
20210322,22/03/2021,2021,Q1,3,March,22,Monday
20210323,23/03/2021,2021,Q1,3,March,23,Tuesday
20210324,24/03/2021,2021,Q1,3,March,24,Wednesday
20210325,25/03/2021,2021,Q1,3,March,25,Thursday
20210326,26/03/2021,2021,Q1,3,March,26,Friday
20210327,27/03/2021,2021,Q1,3,March,27,Saturday
20210328,28/03/2021,2021,Q1,3,March,28,Sunday
20210329,29/03/2021,2021,Q1,3,March,29,Monday
20210330,30/03/2021,2021,Q1,3,March,30,Tuesday
20210331,31/03/2021,2021,Q1,3,March,31,Wednesday
20210401,01/04/2021,2021,Q2,4,April,1,Thursday
20210402,02/04/2021,2021,Q2,4,April,2,Friday
20210403,03/04/2021,2021,Q2,4,April,3,Saturday
20210404,04/04/2021,2021,Q2,4,April,4,Sunday
20210405,05/04/2021,2021,Q2,4,April,5,Monday
20210406,06/04/2021,2021,Q2,4,April,6,Tuesday
20210407,07/04/2021,2021,Q2,4,April,7,Wednesday
20210408,08/04/2021,2021,Q2,4,April,8,Thursday
20210409,09/04/2021,2021,Q2,4,April,9,Friday
20210410,10/04/2021,2021,Q2,4,April,10,Saturday
20210411,11/04/2021,2021,Q2,4,April,11,Sunday
20210412,12/04/2021,2021,Q2,4,April,12,Monday
20210413,13/04/2021,2021,Q2,4,April,13,Tuesday
20210414,14/04/2021,2021,Q2,4,April,14,Wednesday
20210415,15/04/2021,2021,Q2,4,April,15,Thursday
20210416,16/04/2021,2021,Q2,4,April,16,Friday
20210417,17/04/2021,2021,Q2,4,April,17,Saturday
20210418,18/04/2021,2021,Q2,4,April,18,Sunday
20210419,19/04/2021,2021,Q2,4,April,19,Monday
20210420,20/04/2021,2021,Q2,4,April,20,Tuesday
20210421,21/04/2021,2021,Q2,4,April,21,Wednesday
20210422,22/04/2021,2021,Q2,4,April,22,Thursday
20210423,23/04/2021,2021,Q2,4,April,23,Friday
20210424,24/04/2021,2021,Q2,4,April,24,Saturday
